label,event,target_text,response_text
Queries,Iran_Deal,"So let me get this straight:

President Trump ENDED a Global Nuclear threat in North Korea.

President Obama FUNDED a Global Nuclear threat in Iran.

Leftists gave Obama a Noble Peace Prize and threaten to impeach Trump??",Yes do you see anything wrong with this picture?? https://t.co/ISDYI8R5IB
concur,Student_Marches,,I'm not making a statement about guns here... This is about delusions and lies. Why is it ok to spread lies just to get people to hate as much as you do? https://t.co/Y2SHmjvMfa
neutral,Santa_Fe_Shooting,,@davidhogg111 @NRA @realDonaldTrump Because he is a liar!
oppose,General_Terms,"Defeating Brexit is more than a political battle. It is a moral crusade. Simply a battle of good against evil. To save our country from extremism in both Tory and Labour parties. Brexit must, and will be, defeated","@BattisonPhil I'm not sure whether to laugh or cry at this statement. So half the country are extremists? I mean apart from being an oxymoron, this nonsense is part of the problem. Our future lies in compromise and working together. Stirring up this biblical scenario serves no one."
oppose,General_Terms,“A lot of Democrats wished they voted for the Tax Cuts because the economy is booming - we could have 4% growth now and the Fed said yesterday that unemployment could drop again.”  @foxandfriends  @kilmeade,@realDonaldTrump @foxandfriends @kilmeade False Potus. Yes you are!
oppose,Santa_Fe_Shooting,"Santa Fe is the 22nd school shooting in 2018.
 
Parkland was only three months ago.",You know that 22 figure is wrong. Why keep using the Everytown data? It doesn't help the gun control argument because then I question whether everything else I'm being told is a lie. https://t.co/n7zXpqvm2o
oppose,General_Terms,"When I think of the American administration meeting Juncker, I imagine it along these lines. https://t.co/CKgIFEAJxi","At present there is no ""American administration"".

There are few decision makers in DC refusing to come to a consensus. 

Trend started by Barack Obama who refused any consensus by wanting to rule as an Emperor. https://t.co/mCGizFguFS"
concur,General_Terms,I don't care if @realDonaldTrump paid off a model or a porn star. I don't care if he likes golden showers. I care DEEPLY that he lies to the American people and am frankly very scared of what he is capable of doing in order to cover up those lies.,"@PattiSolisDoyle @realDonaldTrump They are ok with banning muslims, not doing anything to kids who get shot in school but white terrorist, approving the keystone pipeline destroying the Native American's water, cutting taxes for the super rich and then lying about it saying its for everyone, cutting programs for"
oppose,Santa_Fe_Shooting,,Fake news. https://t.co/H4zFywtCuX
concur,Santa_Fe_Shooting,Some big false flag is imminent. Can you sense it? How do I know? Cause Bad news is coming for the dems/clinton in the OIG report.,@NemoV8 Omg!!!  The False Flag Just happened a school shooting close to Houston!!!  🙏🏻
oppose,Iran_Deal,"New: WH Chief of Staff John Kelly referred to the President as ""unhinged"" during meeting with Def Secretary Mattis, Jt Chiefs Chairman Dunford &amp; other senior NSC officials - Sr. Admin. Official tells CNN",And #CNN moves on to more #FakeNews to distract from the breaking news of #Obama’s failure in #Iran of which Sciutto played a part. #tcot https://t.co/dKmBmQhq1J
oppose,Student_Marches,"Dem Rep Wasserman Schultz Introduces Legislation Requiring Background Checks on Ammunition Buyers. 

Scared Much?

https://t.co/gPOdvZMvQM
#QAnon @POTUS #News #MarchForOurLives #NRA #GunControl #GunRIghts",Oh Hell No. #@realDonaldTrump   #FakeNews https://t.co/mp1WmVrcle
oppose,Iran_Deal,"Everything President Obama has done, this president wants to undo. An agreement that prevents Iran from acquiring a nuclear weapon is one thing that should never be undone just to satisfy a campaign promise.","Wrong it was leading them to a bomb , no inspections without notice and approval plenty of time to move materials and lots of$ to build nuke https://t.co/JyX8ANJjpR"
oppose,Student_Marches,"The CDC says over 4,600 kids commit suicide EACH YEAR because of bullying.

I think it would be far more beneficial to have a march against bullying than having a march to take our 2nd Amendment away.

But there is no political agenda involved in that.

#MarchForOurLives",Hey people! Stop using false dilemma arguments! Suicide/bullying prevention and gun control are mutually exclusive. You can support both at the same time. https://t.co/rOMFbLNchD
neutral,General_Terms,Find out which Islanders are hotting up and cooling down after last night's lie detector drama! 🔥 #LucozadeZero #ad https://t.co/5CICGZ67RL,"@LoveIsland Well if Jani have split up, I’m not watching it again. In my mind the lie detector is a con just to stir things up for increased ratings."
oppose,Santa_Fe_Shooting,"1 killed, 1 injured in shooting near high school in Georgia https://t.co/U6eyt9ptDM",This headline is misleading. The shooting was in the school parking lot. https://t.co/wBKeZnI6AG
neutral,Santa_Fe_Shooting,"The Santa Fe school shooting is 2nd this week, 3rd this month and 16th this year https://t.co/lhu76mSKYq",trumpovitch has spent more effort this year lying about Stormy Daniels than trying to protect children. https://t.co/RTwBF9cVZ1
neutral,General_Terms,Im so sorry but its fake love,"@kimtaeiz fake love, fake love, fake love"
concur,General_Terms,"If you can drive in Harare, then you can drive anywhere in the World👐🏾","@amchig I wanted to say Word! On second thoughts, you may find it difficult to drive anywhere cz u'd have gotten used to doin it wrong altogether."
oppose,Iran_Deal,,"@DavidAFrench 1) Was lying in the past a criteria in the deal?
2) As lies were known, that concern (according to experts) was integrated in the deal.

When American Right does this Iran outrage thingy, they look not only dorky (from European perspective), but also hopeless and overpredictable."
concur,Iran_Deal,Today we learned that Obama was tougher on Israelis building homes than he was on Iran building nukes.,....the fake president.....the last one :~) https://t.co/kyAOVSRv2X
oppose,General_Terms,,@realDonaldTrump I misspoke- I meant to call Trump the best liar ever but should have said ‘worst’
concur,Iran_Deal,,"That's right fake newsboy, President Trump keeping his promises...👍🦅🗽👌 #IranDealDead #MAGA2018 #TrumpTrain #FullSpeedAhead https://t.co/yfqpvIO2Rc"
neutral,Iran_Deal,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be there to greet them. Very exciting!,"@realDonaldTrump And what about these “guests”? Oh that’s right, they’re not useful to your bs narrative are they? Can’t grab any (entirely undeserved) credit from their release can you? What a disgraceful POS you are.
https://t.co/PkxP3ewYRe"
concur,Iran_Deal,"SUSAN RICE weighing in on 🇮🇷IRAN

I disagree with her.....

#Benghazi #MAGA #QAnon #JUSTICE
#WednesdayWisdom https://t.co/54SHRkT0pC",SUSAN RICE A WOMAN THAT LIES! https://t.co/Nxv8AvKz5Z
concur,General_Terms,"""The President's statements are not US policy."" ~ @SecPompeo 

HOLY EFFING SLIMY PILE OF SH*T!

#Pompeo #DipshitDiplomacy #Traitors","@Infantry0300 @SecPompeo See? Double speak and bullshit. I so miss a literate, well-spoken President. I never had to ask anyone what Obama meant when he said something. Hell, I knew what Bush meant when he spoke. Pretty sure congress never asked a question that required an answer like that."
neutral,General_Terms,"#TodayInMovieHistory (July 19):
#BillAndTedsBogusJourney (1991).
27th Anniversary!
Cast: #KeanuReeves, @AlxWinter, @WM_Sadler, @PamGrier. https://t.co/NeLyEy4RP9","@OnlyFilmMedia @alxwinter @Wm_Sadler @PamGrier @OrionPictures Battle Stations, God Gave Rock &amp; Roll To You, and the Reaper Rap are some of the best songs in Bogus Journey.
""Station!"" ""Did you think the greatest mind in the universe came from Earth??"""
concur,Santa_Fe_Shooting,This brings the number of falsehoods from CNN to ∞. https://t.co/Z3SL4rNbVl,@StefanMolyneux The media is getting worse. Just misleading their audience so much so they can get them to rage on NRA and Potus just for clicks and views. They are so disgusting and I refuse to take what they ever say as truth. Also another reason why I watch your vids at least you give facts
oppose,Student_Marches,,@NRA Nope. Fake new. We just eant sensible gun laws and maybe it's time to repeal Wayne and his extremism.
oppose,General_Terms,"Islam is not responsible for the Toronto shooting. Muslims are not responsible, either. One person, Faisal Hussain, is responsible and only he should be held accountable. Don’t allow this tragedy to be an excuse for bigotry.","@nathanlean Quran (3:151) - ""Soon shall We cast terror into the hearts of the Unbelievers, for that they joined companions with Allah, for which He had sent no authority""
Hmmmmmmmmm. You buddy stand im the way of good, justice, peace and truth. You stand on the wrong side of history."
concur,General_Terms,"Some angels choose fur instead of wings. ❤
Remembering Candy 🌸
#RandeepHooda #Love #Candy https://t.co/yHQUvJu3k7",@Randeep_HoodaFC @MsRandeepHooda @RandeepHooda Agreed by your above said lines!!even sometimes I pick up birds feathers profoundly whenever they r lying unnoticed on pathways!!hope you understand by my reference buddy 👍👍☺❤
oppose,Iran_Deal,Tell Congress to urge @RealDonaldTrump to reverse his decision on the #IranDeal now https://t.co/TZ8MYhxnEk #MoronPresident,@TheDemCoalition @realDonaldTrump The Western Allies have it wrong on the Iran deal...The guy w/the IQ of a house plant is the only 1 who's got right.
oppose,Santa_Fe_Shooting,"“Gov. @MaryFallin  vetoed this important piece of self-defense legislation... Make no mistake, this temporary setback will be rectified when #Oklahoma residents elect a new, and genuinely pro-Second Amendment governor.” -@ChrisCoxNRA #2A #brokenpromises https://t.co/KgJ1NERAnz","@NRA @MaryFallin @ChrisCoxNRA Notice to the NRA. Your days as a lying, war mongering platform. The best way to hit you is in the pocket. It's about time we investigate your non profit status with a fine tooth comb. First we have to send the Orange Baboon packing."
oppose,Student_Marches,,"@iheartmindy Part of the “fake news” mantra by Trump and his minions. The news has been following this and continues to update as more is learned. Mindy, please don’t buy into the bashing of the press in our country—they keep us informed with the truth, not alternative facts; i.e., lies."
oppose,General_Terms,,@realDonaldTrump When I watch daily press briefings with Sarah sanders on CNN is THAT fake?  Are you saying it's not the real Sarah?  You just need to stop. How's mr cohen today???
